Marijuana_Arrest Type,Adult/Juvenile,Arrest Year,Arrest Date,Arrest Time,CCN,Age,Offense Location District,Offense Location PSA,Offense Location Block GEOX,Offense Location Block GEOY,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location Block Address,Arrest Location Block GeoX,Arrest Location Block GeoY
Distribution,Adult,2012,1/12/12,19:29:00,b'\x17\x9cj[q\x1fh',45,7D,702,403000,131500,108,1D,B ,U ,M,Narcotics,Ucsa Distributing Marijuana,3100 BLOCK OF BUENA VISTA TER SE,403000,131400
Possession,Adult,2012,1/12/12,19:50:00,b'\xd9<F\x10\xb3\x8a\xcb',29,5D,505,401000,139400,601,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,SARATOGA AVE NE,,
Possession,Adult,2012,1/12/12,20:15:00,b'T\xf1\xc8\x8dC\xa5_',25,5D,507,402100,136900,108,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF 20TH ST NE,402100,136900
Possession,Adult,2012,1/12/12,20:30:00,b'\xf22^\xdcN\xb7\x99',43,1D,102,398600,137200,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4TH ST NW,398900,136800
Possession,Adult,2012,1/12/12,20:30:00,b'\xc4\xa9\xa5x~2\xac',43,3D,308,398100,137800,308,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF 7TH ST NW,398100,137800
Possession,Adult,2012,1/12/12,20:50:00,b'\x9avr\x85\x0f\xb8\x7f',35,2D,207,396800,137300,506,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,16TH ST NE,401500,140700
Possession,Adult,2012,1/13/12,16:05:00,"b'pw""\xf2\xc8\x89\xb5'",24,6D,601,404600,137300,703,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3700 BLOCK OF JAY ST NE,,
Possession,Adult,2012,1/13/12,16:10:00,b'\xafg\xf6\xfc\xf4Xo',32,3D,301,397100,139000,,,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1400 BLOCK OF W ST NW,397100,139000
Possession,Adult,2012,1/13/12,17:15:00,b'\x83j;\x19\xe2UE',22,6D,603,404300,136300,603,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3900 BLOCK OF MINNESOTA AVE NE,404300,136300
Possession,Adult,2012,1/13/12,17:40:00,b'\x8d\xcc\x85-\x93}\xbc',28,7D,703,401300,131700,103,1D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,2400 BLOCK OF ELVANS RD SE,401300,131700
Possession,Adult,2012,1/13/12,17:40:00,b'\xf20\xee\xec\x97Yj',46,1D,103,398800,136500,501,5D,B ,U ,F,Narcotics,Ucsa Possession Marijuana,E ST NW,398700,136500
Possession,Adult,2012,1/13/12,17:40:00,b'\xf20\xee\xec\x97Yj',47,1D,103,398800,136500,103,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,100 BLOCK OF E ST NW,398800,136500
Possession,Adult,2012,1/13/12,18:05:00,"b""!\xe7'yT\xd8h""",23,4D,403,397600,142700,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Possession Marijuana,5100 BLOCK OF GEORGIA AVE NW,,
Possession,Adult,2012,1/13/12,18:05:00,"b""!\xe7'yT\xd8h""",24,4D,403,397600,142700,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5100 BLOCK OF GEORGIA AVE NW,,
Possession,Adult,2012,1/13/12,19:00:00,b'\\\x94o\x10=\t(',36,3D,305,397400,138800,608,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF U ST NW,397400,138800
Possession,Adult,2012,1/13/12,19:10:00,b'\xde\x9f\x8cB\xd7A\x10',29,3D,303,396600,139200,301,3D,W ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF CHAMPLAIN REAR ST NW,396400,139100
Possession,Adult,2012,1/13/12,21:28:00,b'^6\xd5f\xd3\x10n',21,7D,704,402300,130900,101,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3400 BLOCK OF 22ND ST SE,402300,130900
Possession,Adult,2012,1/13/12,22:35:00,b'l\x99\xe2B#^G',18,3D,306,398100,139900,306,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,GRESHAM PL NW,397900,139800
Possession,Adult,2012,1/13/12,22:35:00,b'l\x99\xe2B#^G',18,3D,306,398100,139900,306,3D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,GRESHAM PL NW,397900,139800
Possession,Adult,2012,1/14/12,13:24:00,b'\xd5\xaf\xdc\x01\x04\xc3\x7f',32,2D,206,394900,137500,302,3D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,M ST SE,399600,134300
Distribution,Adult,2012,1/14/12,13:27:00,b'\xd5\xaf\xdc\x01\x04\xc3\x7f',48,2D,206,394900,137500,607,6D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,M ST SE,399600,134300
Distribution,Adult,2012,1/14/12,13:28:00,b'|!\tb\xc2&\xc1',21,6D,605,403000,134300,605,6D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,MINNESOTA / M ST SE,,
Distribution,Adult,2012,1/14/12,13:42:00,b'\xd5\xaf\xdc\x01\x04\xc3\x7f',24,2D,206,394900,137500,605,6D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,MINNESOTA AVE SE,402000,133600
Possession with intent to distribute,Adult,2012,1/14/12,14:00:00,b'\x1a\xa4tF\xf1\xca\xcc',18,7D,701,401700,133100,702,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,GOODHOPE RD SE,,
Possession,Adult,2012,1/14/12,14:00:00,b'g\xceE+\x9e&\xa8',23,5D,507,402000,136700,507,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,19TH ST NE,402000,136100
Possession with intent to distribute,Adult,2012,1/14/12,14:25:00,b'(5\x04\x9bF\x85\xaf',21,6D,601,404300,137400,602,6D,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,3600 BLOCK OF JAY ST NE,404300,137400
Possession with intent to distribute,Adult,2012,1/14/12,14:25:00,b'(5\x04\x9bF\x85\xaf',24,6D,601,404300,137400,601,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3600 BLOCK OF JAY ST NE,404300,137400
Possession,Adult,2012,1/14/12,16:00:00,b'w\x01\xb9]Kxo',27,6D,602,405100,136300,602,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,4200 BLOCK OF CLAY ST NE,405100,136300
Possession,Adult,2012,1/14/12,16:13:00,b'\x01\x00\xdc\xf4\x87\xed\xfc',28,3D,304,397700,139400,702,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 11TH ST NW,397700,139400
Possession,Adult,2012,1/14/12,16:15:00,b'\x01\x00\xdc\xf4\x87\xed\xfc',21,3D,304,397700,139400,603,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 11TH ST NW,397700,139400
Possession,Adult,2012,1/14/12,16:15:00,b'\x01\x00\xdc\xf4\x87\xed\xfc',33,3D,304,397700,139400,,,B ,N ,F,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 11TH ST NW,397800,139300
Possession,Adult,2012,1/14/12,16:19:00,b';\xb6\r\xc1]\xebP',31,3D,306,398600,139000,705,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2100 BLOCK OF 4TH ST NW,,
Possession,Adult,2012,1/14/12,17:30:00,b'\x16\xb6U\xec\x07\xed\xed',25,3D,301,397200,138300,607,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF 14TH ST SE,397200,138300
Possession,Adult,2012,1/14/12,17:30:00,b'\x16\xb6U\xec\x07\xed\xed',26,3D,301,397200,138300,708,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF 14TH ST SE,397200,138300
Possession,Adult,2012,1/14/12,17:30:00,b'\x16\xb6U\xec\x07\xed\xed',42,3D,301,397200,138300,607,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF 14TH ST SE,397200,138300
Possession,Adult,2012,1/14/12,17:32:00,b'\x01\x00\xdc\xf4\x87\xed\xfc',22,3D,304,397700,139400,403,4D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 11TH ST NW,397700,139400
Possession,Adult,2012,1/14/12,17:32:00,b'\x01\x00\xdc\xf4\x87\xed\xfc',54,3D,304,397700,139400,304,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF 11TH ST NW,397700,139400
Possession,Adult,2012,1/14/12,20:05:00,"b'e,\x1c\xd5\x1al\xf6'",27,4D,403,397500,143600,402,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5800 BLOCK OF COLORADO AVE NW,397500,143600
Possession,Adult,2012,1/14/12,20:37:00,b'w\x92\x0ef\xd5\x10*',35,5D,502,398400,139200,107,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,8TH ST NW,398000,138300
Possession,Adult,2012,1/14/12,21:30:00,b'\xd1\xab\rd\xff\x8a\xfe',53,6D,604,403900,135500,606,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3600 BLOCK OF ALABAMA AVE SE,403900,132900
Possession,Adult,2012,1/14/12,22:20:00,"b""'\x83\xa5\xdaZ\x9c\xd8""",25,6D,608,405300,136000,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4400 BLOCK OF BENNING RD NE,405300,136000
Possession,Juvenile,2012,1/14/12,Juvenile,Juvenile,Juvenile,6D,605,Juvenile,Juvenile,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,Juvenile,Juvenile
Possession with intent to distribute,Adult,2012,1/15/12,19:20:00,b'\xb14\x13~\x1a\x7f}',27,6D,608,407600,136300,502,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,400 BLOCK OF EASTERN AVE NE,407600,136300
Possession with intent to distribute,Adult,2012,1/15/12,19:50:00,b'\xe5\xfdR\x85\x03\x9c2',31,5D,501,399200,138000,409,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,NORTH CAPITOL ST NE,399200,138100
Possession with intent to distribute,Adult,2012,1/15/12,23:25:00,"b""\xcc\x8c\x0e\xd1'R}""",31,6D,608,407100,136100,405,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,CLAY ST NE,405600,136200
Possession,Adult,2012,1/16/12,1:05:00,b'A|\x02a\xfe\xf7\x93',42,2D,208,395900,138000,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2100 BLOCK OF P ST NW,395900,138000
Possession,Adult,2012,1/16/12,15:52:00,b'\x9dA\xf3\x02\xf9\x06\x8b',50,4D,403,398100,143200,407,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,7TH ST NW,398100,137700
Possession with intent to distribute,Adult,2012,1/17/12,17:50:00,b'\xfd\t\x937\xbf\xf8\xa6',18,7D,707,399900,130200,706,7D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,3400 BLOCK OF 4TH ST SE,399900,130200
Possession,Adult,2012,1/17/12,21:45:00,b'3H\x9c\xee\x16\xcd\x86',20,5D,507,402200,136500,506,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,500 BLOCK OF 21 ST NE,402200,136500
Possession,Adult,2012,1/18/12,16:30:00,b'oB\x96>\xa6\xd3\xe7',24,3D,308,398200,137400,103,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,6TH ST NW,398300,137200
Possession,Adult,2012,1/18/12,16:40:00,b'J\xa49O\xd2E\x9d',49,5D,506,401500,137000,506,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF BLADENSBURG RD NE,401500,137000
Possession,Adult,2012,1/18/12,17:02:00,b'\x9d\xe3\x16\xc3\xfd\x9b\r',29,6D,602,405200,136900,601,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4300 BLOCK OF HAYES ST NE,,
Possession,Adult,2012,1/18/12,17:02:00,b'\x05\x1c\x82\x95iQ\x1e',32,6D,602,405200,136900,607,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,HAYES ST NE,404400,137200
Possession with intent to distribute,Adult,2012,1/18/12,17:02:00,b'.\x14\xae\x17\x12\xaf\xfc',44,6D,602,405300,136900,602,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,5300 BLOCK OF HAYES ST NE,,
Possession,Adult,2012,1/18/12,17:49:00,b'\x1f\xb9\x1a\xc1\xc68=',48,5D,506,401300,138000,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,LOT 1201 MT OLIVET RD NE,,
Possession with intent to distribute,Adult,2012,1/18/12,18:40:00,"b'\x00U\x83k""\x8b<'",24,4D,407,398600,142400,404,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,300 BLOCK OF EMERSON ST NW,398600,142400
Possession,Adult,2012,1/18/12,19:20:00,b'\x0b)\x19\x1f\xc6\xd6\x04',22,3D,302,398100,140500,503,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF MORTON ST NW,398100,140500
Possession,Adult,2012,1/18/12,20:45:00,b'.\xca*\xf2\xa4\xec\x8d',26,6D,601,405400,138200,103,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4400 BLOCK OF PONDS ST NE,405400,138200
Possession,Adult,2012,1/18/12,21:10:00,b'\xe7X\xd9{i\x03\x02',48,5D,506,401800,137700,,,W ,N ,F,Narcotics,Ucsa Possession Marijuana,MT OLIVET RD / BLADENSBURG RD NE,,
Possession with intent to distribute,Adult,2012,1/18/12,23:00:00,b'\xe6\xac\xad\xca\xa1\x1f\xf1',29,7D,707,400200,131000,707,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,600 BLOCK OF MELLON ST SE,400200,131000
Possession with intent to distribute,Juvenile,2012,1/18/12,Juvenile,Juvenile,Juvenile,6D,604,Juvenile,Juvenile,603,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Pwid Marijuana,Juvenile,Juvenile,Juvenile
Possession,Adult,2012,1/19/12,0:11:00,b'g\x94\x89\x81\xd6s\xc8',20,3D,307,397400,137700,305,3D,W ,N ,M,Narcotics,Ucsa Possession Marijuana,13TH ST NW,397200,141300
Possession,Adult,2012,1/19/12,7:20:00,b'\x8bd\x9a\x1e\xba\x00\x8b',25,4D,406,399300,143300,406,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5600 BLOCK OF NEW HAMPSHIRE AVE NE,399300,143300
Possession,Adult,2012,1/19/12,11:25:00,b'\xba\xfc\x00\xefN\xdc\xe6',20,6D,603,403700,136300,704,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4600 BLOCK OF MLK AVE SW,399100,128300
Possession with intent to distribute,Adult,2012,1/19/12,12:00:00,b'\xe6\x13\x19!\x0f\xc6\xf7',25,4D,407,398500,142100,604,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,BUCHANNAN ST NW,,
Possession,Adult,2012,1/19/12,18:20:00,b'\xc7|\xdd\x19YK`',33,5D,507,401800,136800,502,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,BENNING RD NE,401700,136900
Distribution,Adult,2012,1/19/12,18:33:00,b'\x9a\xe1I\xb7\xea\x93\xf7',33,5D,506,401600,137600,506,5D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,MEIGS PL NE,,
Possession,Adult,2012,1/19/12,21:00:00,b'\xd5\xf1\x90o\xb4\xf8\xcb',27,5D,507,403700,136000,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,KENILWORTH AVE NE,404600,136800
Possession,Adult,2012,1/19/12,23:50:00,b'\x99\xb4{{\x9d\x01\x13',19,2D,202,,,202,2D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,4700 BLOCK OF BELT RD NW,,
Possession,Adult,2012,1/19/12,23:50:00,b'\x99\xb4{{\x9d\x01\x13',19,2D,202,,,204,2D,W ,N ,M,Narcotics,Ucsa Possession Marijuana,4700 BLOCK OF BELT RD NW,,
Possession,Adult,2012,1/20/12,14:20:00,b'f\xfaI\x1a\xf9i\x10',35,6D,608,405400,135800,604,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,4500 BLOCK OF BENNING RD SE,405500,135700
Possession,Adult,2012,1/20/12,15:45:00,b'\x9d*B\x99\x0c\x91\xc6',21,3D,304,397200,139600,708,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF FAIRMONT ST NW,397200,139600
Possession,Adult,2012,1/20/12,18:45:00,b'\x08oA\xe8\xf1\x01]',23,1D,106,400800,134500,507,5D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,1100 BLOCK OF K ST SE,400800,134500
Possession,Adult,2012,1/20/12,18:45:00,b'\x1d\xfe\xeb;\x9b\x04\x14',65,1D,106,400800,134500,108,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1100 BLOCK OF K ST SE,400800,134500
Possession,Adult,2012,1/20/12,23:10:00,b'\x83\xa6\x11\xb4m\x0bP',41,1D,102,398600,136900,106,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF 4TH ST NW,398500,134700
Possession with intent to distribute,Adult,2012,1/20/12,23:23:00,b'OD\n\xe2\x82\xf6\x9a',22,3D,501,398900,138300,501,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,FIRST ST NW,,
Possession,Adult,2012,1/21/12,1:00:00,b'S\x11\xb5\x92\x16\xcb\x1f',39,3D,301,396700,138300,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,17TH / R ST NW,396700,138300
Possession,Adult,2012,1/21/12,1:15:00,b'\x93X\xaf\xc3;\xa4F',56,3D,308,398300,138400,308,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF 6TH ST NW,398300,138400
Possession with intent to distribute,Adult,2012,1/21/12,7:35:00,b'\x1b\x1f\xff\xcc\xec[\x7f',36,7D,706,401200,129700,706,7D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1200 BLOCK OF SOUTHERN AVE SE,401200,129700
Possession,Adult,2012,1/21/12,17:20:00,b'\x8aV{\xcb:\xc2r',18,5D,507,401700,136500,106,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,17TH ST N,,
Possession,Adult,2012,1/21/12,17:20:00,b'] \xc5l\x8e9\xe4',48,1D,103,398800,136500,304,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,100 BLOCK OF E ST NW,398800,136500
Possession,Adult,2012,1/21/12,21:10:00,b'\xa5\xdf\x02\x90\xa7}\xdd',24,3D,302,398100,140500,302,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF MORTON ST NW,398100,140500
Possession,Adult,2012,1/21/12,22:20:00,b'\x00\xfa\xf0Tl\xb0\xc8',25,3D,308,398500,138200,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,NEW JERSEY AVE NW,398700,137700
Possession,Juvenile,2012,1/21/12,Juvenile,Juvenile,Juvenile,3D,305,Juvenile,Juvenile,505,5D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,Juvenile,Juvenile
Possession with intent to distribute,Adult,2012,1/22/12,1:36:00,b'\xda\x97\x85l\xe7\xd6\x14',20,4D,404,397700,141800,Out of State,Out of State,U,H ,M,Narcotics,Ucsa Pwid Marijuana,1000 BLOCK OF WEBSTER ST NW,,
Possession,Adult,2012,1/22/12,15:00:00,b'*\xe6\x18\xd9\x16o\xb9',50,7D,701,401100,133200,701,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF U ST SE,401100,133200
Distribution,Adult,2012,1/22/12,18:30:00,b'\xab\xec\xab\x04\x97K\xeb',18,3D,306,398200,139900,,,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,500 BLOCK OF GRESHAM PL NW,398200,139900
Possession,Juvenile,2012,1/22/12,Juvenile,Juvenile,Juvenile,7D,708,Juvenile,Juvenile,708,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,Juvenile,Juvenile
Possession,Adult,2012,1/23/12,2:20:00,b'u\x8a\xd5N\x9e:\x10',35,6D,605,404400,133300,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3900 BLOCK OF ALABAMA AVE SE,,
Possession,Adult,2012,1/23/12,15:34:00,b'L\x89\xe9x\x9d\xdb\xf7',19,6D,603,405300,135800,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4400 BLOCK OF BENNING RD NE,405300,135800
Possession,Adult,2012,1/23/12,16:00:00,b'I\x16\xd9\x90\x12v\xc0',25,6D,604,406100,135200,506,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5000 BLOCK OF C ST SE,406100,135200
Possession,Adult,2012,1/24/12,13:55:00,b'\xb6:;\xd6~k\x7f',46,6D,604,406000,135500,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4900 BLOCK OF B ST SE,406000,135500
Possession,Adult,2012,1/24/12,15:50:00,b'Nnqg\xc4C\x16',40,6D,607,401500,133300,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF MINNESOTA AVE SE,,
Possession,Adult,2012,1/24/12,16:58:00,b'\x07\x08\x06\x1fQ\xc4\xf0',65,7D,701,401600,133200,707,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF GOODHOPE RD SE,401600,133200
Possession,Adult,2012,1/24/12,17:10:00,b'HX\x023.\x0b\x82',51,3D,302,396900,140400,302,3D,U,H ,M,Narcotics,Ucsa Possession Marijuana,PINE ST NW,,
Possession with intent to distribute,Adult,2012,1/24/12,17:38:00,b'\xce\xcd6-\xcd\x0c\xde',22,6D,602,405700,137300,,,U,U ,M,Narcotics,Ucsa Pwid Marijuana,KANE PL NE,405700,137300
Possession,Adult,2012,1/24/12,18:18:00,"b'\x90\x9e""\x84|]E'",39,5D,506,401200,137900,603,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,SIMMS PL NE,,
Possession with intent to distribute,Adult,2012,1/24/12,18:35:00,b'\xca5\x10\xdb\x026\x04',35,1D,102,398600,136300,603,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2600 BLOCK OF JASPER ST SE,402600,131500
Possession with intent to distribute,Adult,2012,1/24/12,18:35:00,b'\xca5\x10\xdb\x026\x04',59,1D,102,398600,136300,702,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2600 BLOCK OF JASPER ST SE,402600,131500
Possession,Adult,2012,1/24/12,20:20:00,b'^\x90\xc7!HnY',52,3D,307,397400,138400,405,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF S ST NW,397400,138400
Possession,Adult,2012,1/24/12,20:35:00,b'\x04Q&E\x87eA',46,3D,302,398200,140300,502,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,KEEFER PL NW,398100,140300
Possession,Adult,2012,1/24/12,21:30:00,b'\x11\x15\x02\x8d{k\xc5',20,5D,507,402000,137600,507,5D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF 18TH PL NE,402000,137600
Possession,Juvenile,2012,1/24/12,Juvenile,Juvenile,Juvenile,3D,301,Juvenile,Juvenile,207,2D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,Juvenile,Juvenile
Possession,Adult,2012,1/25/12,0:07:00,b')9\xb1\x0e*\n\x8f',34,3D,301,396500,138300,301,3D,W ,N ,M,Narcotics,Ucsa Possession Marijuana,R ST NW,397300,138300
Possession,Adult,2012,1/25/12,12:43:00,"b'e\xa3@\x0e;Y,'",69,3D,305,397400,138500,307,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,13TH ST NW,397200,141300
Possession,Adult,2012,1/25/12,14:40:00,b'\xeb\xc3e|\x9b&\xaa',28,5D,507,401900,137500,507,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1800 BLOCK OF M ST NE,401900,137500
Possession,Adult,2012,1/25/12,15:00:00,b'\xb1$\x08\xec\x88\xab\xde',18,7D,701,401100,133200,706,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF GOOD HOPE RD SE,401100,133200
Possession,Adult,2012,1/25/12,16:20:00,b'\x1e8\x80\xb0\x94\xd7%',27,6D,602,405800,136500,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF 49TH ST NE,,
Possession,Adult,2012,1/25/12,16:50:00,b'OA\x8f\xb7\xe39\x95',57,3D,302,398000,140400,302,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3300 BLOCK OF GEORGIA AVE NW,397900,140400
Possession,Adult,2012,1/25/12,16:57:00,b'\x01\xd2Zk\x04\xc3\x16',22,7D,701,401500,132800,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2200 BLOCK OF 16TH ST SE,401500,132800
Possession,Adult,2012,1/25/12,17:30:00,b'\xf8q)77\xffW',26,7D,701,401200,132800,703,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,14TH / CEDAR STS SE,,
Possession with intent to distribute,Adult,2012,1/25/12,19:06:00,b'\x1fC\x9c9=e\xf6',18,7D,703,400900,132600,701,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1300 BLOCK OF MORRIS RD SE,400900,132600
Possession with intent to distribute,Adult,2012,1/25/12,19:06:00,b'\x1fC\x9c9=e\xf6',20,7D,703,400900,132600,701,7D,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,1300 BLOCK OF MORRIS RD SE,400900,132600
Possession with intent to distribute,Adult,2012,1/25/12,19:06:00,b'\x1fC\x9c9=e\xf6',21,7D,703,400900,132600,703,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1300 BLOCK OF MORRIS RD SE,400900,132600
Possession with intent to distribute,Adult,2012,1/25/12,19:06:00,b'\x1fC\x9c9=e\xf6',23,7D,703,400900,132600,701,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1300 BLOCK OF MORRIS RD SE,400900,132600
Possession,Adult,2012,1/25/12,19:22:00,b'\xe8I\xdf+\xd8\x17Q',31,6D,603,404100,135500,603,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,200 BLOCK OF 37TH PL SE,404100,135500
Possession with intent to distribute,Adult,2012,1/25/12,19:35:00,"b'""\n\x0e\xddKf\xde'",26,4D,405,400700,142500,,,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,5000 BLOCK OF 11TH ST NE,400700,142500
Possession,Adult,2012,1/25/12,20:00:00,b'r\xf0\x96Z\xbaN\x1b',27,6D,607,403400,133500,701,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3200 BLOCK OF PENNSYLVANIA AVE SE,403500,133600
Possession,Adult,2012,1/25/12,20:35:00,"b',\xbaU\xa1A\n\r'",24,5D,507,402200,136800,707,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,BENNING RD NE,401700,136900
Possession with intent to distribute,Adult,2012,1/25/12,21:11:00,b'\xfbW\xee\xcd\xe1\xdd\xa3',41,7D,701,401400,132900,304,3D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2100 BLOCK OF 15TH ST SE,401400,132900
